machine_id,timestamp,temperature_c,vibration_mm_s,current_a,pressure_bar,status
PKG-L3,2026-06-10T19:55:00,67.23,2.4,10.99,6.34,normal
PKG-L3,2026-06-10T19:56:00,69.33,2.92,10.41,7.2,normal
PKG-L3,2026-06-10T19:57:00,59.85,2.36,9.92,7.11,normal
PKG-L3,2026-06-10T19:58:00,58.92,1.5,10.05,6.97,normal
PKG-L3,2026-06-10T19:59:00,69.8,2.92,10.09,7.15,normal
CNV-B2,2026-06-10T08:00:00,57.52,2.97,10.69,6.93,normal
CNV-B2,2026-06-10T08:01:00,62.96,3.22,8.01,6.6,normal
CNV-B2,2026-06-10T08:02:00,66.81,2.61,10.56,6.93,normal
CNV-B2,2026-06-10T08:03:00,63.63,3.3,9.54,6.74,normal
CNV-B2,2026-06-10T08:04:00,67.44,3.29,9.91,6.87,normal
CNV-B2,2026-06-10T08:05:00,67.86,1.97,11.66,6.7,normal
CNV-B2,2026-06-10T08:06:00,66.7,3.92,9.13,6.59,normal
CNV-B2,2026-06-10T08:07:00,63.85,2.73,12.23,6.54,normal
CNV-B2,2026-06-10T08:08:00,62.78,3.32,9.3,6.68,normal
CNV-B2,2026-06-10T08:09:00,66.27,3.0,10.41,6.64,normal
CNV-B2,2026-06-10T08:10:00,58.94,3.39,12.25,6.81,normal
CNV-B2,2026-06-10T08:11:00,65.9,3.62,9.23,7.31,normal
CNV-B2,2026-06-10T08:12:00,65.81,4.18,9.77,7.35,normal
CNV-B2,2026-06-10T08:13:00,68.1,3.53,10.73,6.73,normal
CNV-B2,2026-06-10T08:14:00,69.8,3.28,8.53,6.46,normal
CNV-B2,2026-06-10T08:15:00,64.26,3.39,10.44,7.17,normal
CNV-B2,2026-06-10T08:16:00,57.2,3.29,8.68,7.03,normal
CNV-B2,2026-06-10T08:17:00,64.62,3.45,9.64,7.18,normal
CNV-B2,2026-06-10T08:18:00,69.17,3.55,10.37,6.97,normal
CNV-B2,2026-06-10T08:19:00,62.17,3.71,12.15,7.12,normal
CNV-B2,2026-06-10T08:20:00,62.08,3.42,9.21,6.97,normal
CNV-B2,2026-06-10T08:21:00,66.8,2.08,9.34,6.72,normal
CNV-B2,2026-06-10T08:22:00,63.8,2.47,10.89,6.88,normal
CNV-B2,2026-06-10T08:23:00,64.22,2.75,11.55,7.3,normal
CNV-B2,2026-06-10T08:24:00,63.07,2.83,10.99,6.69,normal
CNV-B2,2026-06-10T08:25:00,64.44,3.64,8.59,7.2,normal
CNV-B2,2026-06-10T08:26:00,65.29,2.95,10.41,6.79,normal
CNV-B2,2026-06-10T08:27:00,58.08,4.1,10.54,6.93,normal
CNV-B2,2026-06-10T08:28:00,68.81,2.59,10.97,6.72,normal
CNV-B2,2026-06-10T08:29:00,68.39,1.92,10.4,6.62,normal
CNV-B2,2026-06-10T08:30:00,66.73,3.48,9.79,6.59,normal
CNV-B2,2026-06-10T08:31:00,64.56,2.66,11.34,6.69,normal
CNV-B2,2026-06-10T08:32:00,53.37,2.98,9.46,6.31,normal
CNV-B2,2026-06-10T08:33:00,60.05,3.27,11.83,6.89,normal
CNV-B2,2026-06-10T08:34:00,62.57,3.47,10.04,6.59,normal
CNV-B2,2026-06-10T08:35:00,60.38,2.15,10.11,6.85,normal
CNV-B2,2026-06-10T08:36:00,64.61,2.95,9.55,6.98,normal
CNV-B2,2026-06-10T08:37:00,59.73,3.67,9.5,6.57,normal
CNV-B2,2026-06-10T08:38:00,59.13,2.9,11.48,6.95,normal
CNV-B2,2026-06-10T08:39:00,68.91,3.51,9.4,6.7,normal
CNV-B2,2026-06-10T08:40:00,61.88,4.0,9.3,7.07,normal
CNV-B2,2026-06-10T08:41:00,68.57,4.3,10.09,7.01,normal
CNV-B2,2026-06-10T08:42:00,74.13,2.83,8.96,6.24,normal
CNV-B2,2026-06-10T08:43:00,67.85,2.07,10.13,6.93,normal
CNV-B2,2026-06-10T08:44:00,65.74,3.46,10.72,7.18,normal
CNV-B2,2026-06-10T08:45:00,61.19,2.79,9.73,7.05,normal
CNV-B2,2026-06-10T08:46:00,68.6,3.47,11.68,6.45,normal
CNV-B2,2026-06-10T08:47:00,71.67,4.11,11.24,7.33,normal
CNV-B2,2026-06-10T08:48:00,58.37,2.89,9.76,7.02,normal
CNV-B2,2026-06-10T08:49:00,60.8,3.65,11.87,7.01,normal
CNV-B2,2026-06-10T08:50:00,66.14,2.61,9.65,7.17,normal
CNV-B2,2026-06-10T08:51:00,68.12,3.18,10.08,6.19,normal
CNV-B2,2026-06-10T08:52:00,60.72,4.35,9.22,6.86,normal
CNV-B2,2026-06-10T08:53:00,69.03,2.45,10.68,7.08,normal
CNV-B2,2026-06-10T08:54:00,65.05,4.92,8.83,7.12,normal
CNV-B2,2026-06-10T08:55:00,64.31,3.66,10.94,6.58,normal
CNV-B2,2026-06-10T08:56:00,65.92,2.09,11.1,6.89,normal
CNV-B2,2026-06-10T08:57:00,67.55,3.83,10.87,6.84,normal
CNV-B2,2026-06-10T08:58:00,61.48,2.77,11.69,7.23,normal
CNV-B2,2026-06-10T08:59:00,64.05,3.23,9.6,7.15,normal
CNV-B2,2026-06-10T09:00:00,67.66,4.36,9.62,6.69,normal
CNV-B2,2026-06-10T09:01:00,65.93,3.59,10.28,6.54,normal
CNV-B2,2026-06-10T09:02:00,68.53,3.63,9.58,7.21,normal
CNV-B2,2026-06-10T09:03:00,69.68,3.28,10.58,6.97,normal
CNV-B2,2026-06-10T09:04:00,61.55,3.22,8.35,7.06,normal
CNV-B2,2026-06-10T09:05:00,58.75,4.1,10.17,6.74,normal
CNV-B2,2026-06-10T09:06:00,62.49,3.03,11.92,6.05,normal
CNV-B2,2026-06-10T09:07:00,70.11,3.4,9.29,6.48,normal
CNV-B2,2026-06-10T09:08:00,71.71,2.63,9.35,7.14,normal
CNV-B2,2026-06-10T09:09:00,66.35,2.64,10.72,6.49,normal
CNV-B2,2026-06-10T09:10:00,69.4,3.84,11.03,6.91,normal
CNV-B2,2026-06-10T09:11:00,72.04,3.2,9.32,6.93,normal
CNV-B2,2026-06-10T09:12:00,73.34,2.59,10.14,6.92,normal
CNV-B2,2026-06-10T09:13:00,64.78,2.61,11.62,7.5,normal
CNV-B2,2026-06-10T09:14:00,65.78,2.66,8.95,6.88,normal
CNV-B2,2026-06-10T09:15:00,69.42,3.49,10.5,6.62,normal
CNV-B2,2026-06-10T09:16:00,60.63,3.7,11.41,6.34,normal
CNV-B2,2026-06-10T09:17:00,71.36,3.54,11.9,6.4,normal
CNV-B2,2026-06-10T09:18:00,59.54,3.11,11.0,7.34,normal
CNV-B2,2026-06-10T09:19:00,67.82,3.05,9.47,7.17,normal
CNV-B2,2026-06-10T09:20:00,61.14,4.18,10.22,7.28,normal
CNV-B2,2026-06-10T09:21:00,67.72,3.12,9.98,6.7,normal
CNV-B2,2026-06-10T09:22:00,66.71,3.25,9.91,6.75,normal
CNV-B2,2026-06-10T09:23:00,65.31,1.92,10.96,6.51,normal
CNV-B2,2026-06-10T09:24:00,60.39,2.19,8.71,6.39,normal
CNV-B2,2026-06-10T09:25:00,62.16,4.37,9.97,6.85,normal
CNV-B2,2026-06-10T09:26:00,66.6,3.28,10.42,6.44,normal
CNV-B2,2026-06-10T09:27:00,70.8,4.28,8.82,6.49,normal
CNV-B2,2026-06-10T09:28:00,63.88,2.62,11.01,6.58,normal
CNV-B2,2026-06-10T09:29:00,73.66,3.91,10.71,7.11,normal
CNV-B2,2026-06-10T09:30:00,69.42,2.86,9.68,6.82,normal
CNV-B2,2026-06-10T09:31:00,68.45,3.28,8.92,6.56,normal
CNV-B2,2026-06-10T09:32:00,64.7,3.15,12.47,6.38,normal
CNV-B2,2026-06-10T09:33:00,67.02,4.09,12.77,6.68,normal
CNV-B2,2026-06-10T09:34:00,66.97,3.54,10.7,6.77,normal
CNV-B2,2026-06-10T09:35:00,66.74,1.68,11.18,6.84,normal
CNV-B2,2026-06-10T09:36:00,64.11,4.43,9.83,6.68,normal
CNV-B2,2026-06-10T09:37:00,72.97,2.7,9.95,6.76,normal
CNV-B2,2026-06-10T09:38:00,68.36,3.32,9.21,6.64,normal
CNV-B2,2026-06-10T09:39:00,62.57,3.15,10.93,6.93,normal
CNV-B2,2026-06-10T09:40:00,57.9,3.84,10.75,7.22,normal
CNV-B2,2026-06-10T09:41:00,66.78,3.86,10.97,7.2,normal
CNV-B2,2026-06-10T09:42:00,67.09,3.14,12.77,7.07,normal
CNV-B2,2026-06-10T09:43:00,67.29,2.43,9.21,6.89,normal
CNV-B2,2026-06-10T09:44:00,65.58,2.83,10.64,7.28,normal
CNV-B2,2026-06-10T09:45:00,67.78,2.52,10.39,6.56,normal
CNV-B2,2026-06-10T09:46:00,63.45,2.95,10.02,6.42,normal
CNV-B2,2026-06-10T09:47:00,64.49,2.86,7.57,7.42,normal
CNV-B2,2026-06-10T09:48:00,69.36,2.97,10.52,6.45,normal
CNV-B2,2026-06-10T09:49:00,71.78,4.34,10.66,7.11,normal
CNV-B2,2026-06-10T09:50:00,65.7,2.4,10.09,6.84,normal
CNV-B2,2026-06-10T09:51:00,63.18,3.07,10.41,6.78,normal
CNV-B2,2026-06-10T09:52:00,65.21,2.56,9.78,6.41,normal
CNV-B2,2026-06-10T09:53:00,68.91,1.94,11.65,7.22,normal
CNV-B2,2026-06-10T09:54:00,63.79,1.64,10.14,6.78,normal
CNV-B2,2026-06-10T09:55:00,60.96,2.89,12.03,7.0,normal
CNV-B2,2026-06-10T09:56:00,61.3,2.24,10.17,6.74,normal
CNV-B2,2026-06-10T09:57:00,66.98,2.88,11.01,7.38,normal
CNV-B2,2026-06-10T09:58:00,68.26,3.17,10.32,6.69,normal
CNV-B2,2026-06-10T09:59:00,69.72,2.82,10.55,6.82,normal
CNV-B2,2026-06-10T10:00:00,62.99,2.38,10.82,6.78,normal
CNV-B2,2026-06-10T10:01:00,67.0,2.88,11.72,6.54,normal
CNV-B2,2026-06-10T10:02:00,71.85,2.15,10.93,6.94,normal
CNV-B2,2026-06-10T10:03:00,61.82,3.45,11.78,6.13,normal
CNV-B2,2026-06-10T10:04:00,67.01,1.7,9.53,7.29,normal
CNV-B2,2026-06-10T10:05:00,62.67,2.5,10.3,7.42,normal
CNV-B2,2026-06-10T10:06:00,57.67,2.57,12.0,7.36,normal
CNV-B2,2026-06-10T10:07:00,64.59,2.46,12.6,7.28,normal
CNV-B2,2026-06-10T10:08:00,67.72,2.71,10.45,6.75,normal
CNV-B2,2026-06-10T10:09:00,66.32,4.07,11.38,6.48,normal
CNV-B2,2026-06-10T10:10:00,70.51,3.39,11.19,7.24,normal
CNV-B2,2026-06-10T10:11:00,60.55,3.18,9.97,6.33,normal
CNV-B2,2026-06-10T10:12:00,66.39,4.71,8.66,6.79,normal
CNV-B2,2026-06-10T10:13:00,67.56,3.27,10.39,6.41,normal
CNV-B2,2026-06-10T10:14:00,65.93,2.75,8.31,7.16,normal
CNV-B2,2026-06-10T10:15:00,68.83,3.23,10.73,7.12,normal
CNV-B2,2026-06-10T10:16:00,65.9,3.74,10.2,7.19,normal
CNV-B2,2026-06-10T10:17:00,66.28,3.32,9.23,6.89,normal
CNV-B2,2026-06-10T10:18:00,61.67,2.82,9.68,6.48,normal
CNV-B2,2026-06-10T10:19:00,73.5,4.0,12.42,6.43,normal
CNV-B2,2026-06-10T10:20:00,65.29,2.42,9.8,6.52,normal
CNV-B2,2026-06-10T10:21:00,69.96,2.96,11.57,6.98,normal
CNV-B2,2026-06-10T10:22:00,74.21,2.31,11.76,7.14,normal
CNV-B2,2026-06-10T10:23:00,61.11,3.8,10.84,6.73,normal
CNV-B2,2026-06-10T10:24:00,61.7,2.77,12.55,6.8,normal
CNV-B2,2026-06-10T10:25:00,68.13,2.73,9.72,7.12,normal
CNV-B2,2026-06-10T10:26:00,59.6,2.95,10.53,6.83,normal
CNV-B2,2026-06-10T10:27:00,64.28,3.44,11.19,7.02,normal
CNV-B2,2026-06-10T10:28:00,61.06,3.03,11.69,7.07,normal
CNV-B2,2026-06-10T10:29:00,59.51,3.41,8.52,6.81,normal
CNV-B2,2026-06-10T10:30:00,72.59,2.63,9.67,7.03,normal
CNV-B2,2026-06-10T10:31:00,58.83,2.82,11.1,6.61,normal
CNV-B2,2026-06-10T10:32:00,64.06,3.65,10.92,6.88,normal
CNV-B2,2026-06-10T10:33:00,63.64,3.42,10.38,6.94,normal
CNV-B2,2026-06-10T10:34:00,63.01,3.09,9.51,6.79,normal
CNV-B2,2026-06-10T10:35:00,61.76,2.53,10.76,6.86,normal
CNV-B2,2026-06-10T10:36:00,68.13,2.94,10.91,6.97,normal
CNV-B2,2026-06-10T10:37:00,66.78,2.7,10.65,6.91,normal
CNV-B2,2026-06-10T10:38:00,65.03,1.95,10.66,7.46,normal
CNV-B2,2026-06-10T10:39:00,63.56,2.76,10.87,6.89,normal
CNV-B2,2026-06-10T10:40:00,69.77,2.45,11.23,6.98,normal
CNV-B2,2026-06-10T10:41:00,64.43,3.4,11.53,7.06,normal
CNV-B2,2026-06-10T10:42:00,60.43,3.69,10.44,6.82,normal
CNV-B2,2026-06-10T10:43:00,65.29,3.11,11.69,6.77,normal
CNV-B2,2026-06-10T10:44:00,60.52,2.96,10.68,7.17,normal
CNV-B2,2026-06-10T10:45:00,67.41,2.69,12.99,6.88,normal
CNV-B2,2026-06-10T10:46:00,70.1,3.11,11.03,7.05,normal
CNV-B2,2026-06-10T10:47:00,69.87,3.83,11.37,6.71,normal
CNV-B2,2026-06-10T10:48:00,62.71,3.4,11.43,6.73,normal
CNV-B2,2026-06-10T10:49:00,69.26,4.07,9.58,6.55,normal
CNV-B2,2026-06-10T10:50:00,64.44,3.38,9.98,7.21,normal
CNV-B2,2026-06-10T10:51:00,66.7,3.22,9.06,6.41,normal
CNV-B2,2026-06-10T10:52:00,66.12,1.92,11.51,6.75,normal
CNV-B2,2026-06-10T10:53:00,77.97,4.58,10.32,6.77,normal
CNV-B2,2026-06-10T10:54:00,68.98,4.22,8.86,6.26,normal
CNV-B2,2026-06-10T10:55:00,62.51,3.55,11.0,7.12,normal
CNV-B2,2026-06-10T10:56:00,60.2,1.81,11.36,6.55,normal
CNV-B2,2026-06-10T10:57:00,56.93,3.29,11.29,6.76,normal
CNV-B2,2026-06-10T10:58:00,63.17,3.1,10.13,6.4,normal
CNV-B2,2026-06-10T10:59:00,62.14,3.51,10.82,6.85,normal
CNV-B2,2026-06-10T11:00:00,61.02,3.09,8.32,6.85,normal
CNV-B2,2026-06-10T11:01:00,70.72,2.32,9.91,6.9,normal
CNV-B2,2026-06-10T11:02:00,70.01,2.93,9.81,6.21,normal
CNV-B2,2026-06-10T11:03:00,65.41,4.43,10.78,6.79,normal
CNV-B2,2026-06-10T11:04:00,66.29,3.19,9.69,7.05,normal
CNV-B2,2026-06-10T11:05:00,65.9,3.21,9.52,7.19,normal
CNV-B2,2026-06-10T11:06:00,67.66,2.87,11.5,6.65,normal
CNV-B2,2026-06-10T11:07:00,61.87,2.74,8.73,6.94,normal
CNV-B2,2026-06-10T11:08:00,57.68,2.46,8.42,6.77,normal
CNV-B2,2026-06-10T11:09:00,64.4,3.0,9.46,6.45,normal
CNV-B2,2026-06-10T11:10:00,66.86,2.87,10.82,6.53,normal
CNV-B2,2026-06-10T11:11:00,65.72,3.98,11.09,6.68,normal
CNV-B2,2026-06-10T11:12:00,66.03,3.06,10.51,6.7,normal
CNV-B2,2026-06-10T11:13:00,64.34,3.33,9.51,6.5,normal
CNV-B2,2026-06-10T11:14:00,59.45,2.24,9.28,6.85,normal
CNV-B2,2026-06-10T11:15:00,61.43,3.51,10.53,6.21,normal
CNV-B2,2026-06-10T11:16:00,67.62,3.69,9.51,6.93,normal
CNV-B2,2026-06-10T11:17:00,61.57,3.26,9.24,6.26,normal
CNV-B2,2026-06-10T11:18:00,63.47,3.13,10.1,6.44,normal
CNV-B2,2026-06-10T11:19:00,63.4,3.36,10.46,6.85,normal
CNV-B2,2026-06-10T11:20:00,62.32,3.9,9.32,6.95,normal
CNV-B2,2026-06-10T11:21:00,69.73,3.49,10.3,6.64,normal
CNV-B2,2026-06-10T11:22:00,69.14,2.35,9.53,6.68,normal
CNV-B2,2026-06-10T11:23:00,69.95,3.43,9.53,6.71,normal
CNV-B2,2026-06-10T11:24:00,62.54,2.77,11.48,6.39,normal
CNV-B2,2026-06-10T11:25:00,71.44,3.7,11.59,6.66,normal
CNV-B2,2026-06-10T11:26:00,64.4,2.34,9.98,6.95,normal
CNV-B2,2026-06-10T11:27:00,70.18,2.54,10.13,6.75,normal
CNV-B2,2026-06-10T11:28:00,59.42,3.55,9.78,6.74,normal
CNV-B2,2026-06-10T11:29:00,63.19,2.73,10.49,6.74,normal
CNV-B2,2026-06-10T11:30:00,63.51,2.76,10.82,7.3,normal
CNV-B2,2026-06-10T11:31:00,65.56,3.8,9.11,6.85,normal
CNV-B2,2026-06-10T11:32:00,60.61,2.31,9.76,7.16,normal
CNV-B2,2026-06-10T11:33:00,68.8,3.35,8.97,6.74,normal
CNV-B2,2026-06-10T11:34:00,66.21,3.31,8.66,6.53,normal
CNV-B2,2026-06-10T11:35:00,64.74,3.52,8.3,6.75,normal
CNV-B2,2026-06-10T11:36:00,65.57,3.71,11.19,6.97,normal
CNV-B2,2026-06-10T11:37:00,61.8,2.06,10.11,7.1,normal
CNV-B2,2026-06-10T11:38:00,70.57,3.63,10.93,6.91,normal
CNV-B2,2026-06-10T11:39:00,62.78,3.12,12.17,6.52,normal
CNV-B2,2026-06-10T11:40:00,71.46,3.01,11.83,6.38,normal
CNV-B2,2026-06-10T11:41:00,67.34,2.76,9.08,6.87,normal
CNV-B2,2026-06-10T11:42:00,69.04,2.69,9.0,6.77,normal
CNV-B2,2026-06-10T11:43:00,64.65,3.53,11.45,6.78,normal
CNV-B2,2026-06-10T11:44:00,72.42,3.33,10.15,6.32,normal
CNV-B2,2026-06-10T11:45:00,63.95,3.0,11.46,6.94,normal
CNV-B2,2026-06-10T11:46:00,60.28,3.3,11.17,7.26,normal
CNV-B2,2026-06-10T11:47:00,68.55,3.66,10.56,6.92,normal
CNV-B2,2026-06-10T11:48:00,70.0,2.4,10.15,6.57,normal
CNV-B2,2026-06-10T11:49:00,66.52,3.94,9.9,6.08,normal
CNV-B2,2026-06-10T11:50:00,63.35,3.75,11.04,6.93,normal
CNV-B2,2026-06-10T11:51:00,63.88,2.43,11.02,6.55,normal
CNV-B2,2026-06-10T11:52:00,73.74,3.54,9.92,6.62,normal
CNV-B2,2026-06-10T11:53:00,64.63,3.06,11.62,6.86,normal
CNV-B2,2026-06-10T11:54:00,62.07,4.33,10.55,7.03,normal
CNV-B2,2026-06-10T11:55:00,62.57,3.42,10.81,6.23,normal
CNV-B2,2026-06-10T11:56:00,73.06,3.97,10.1,6.47,normal
CNV-B2,2026-06-10T11:57:00,66.39,3.25,10.86,6.86,normal
CNV-B2,2026-06-10T11:58:00,67.02,4.07,11.07,6.49,normal
CNV-B2,2026-06-10T11:59:00,70.45,4.18,13.65,6.46,normal
CNV-B2,2026-06-10T12:00:00,65.97,1.95,11.05,6.64,normal
CNV-B2,2026-06-10T12:01:00,72.69,2.74,8.81,6.66,normal
CNV-B2,2026-06-10T12:02:00,57.1,3.65,8.43,6.81,normal
CNV-B2,2026-06-10T12:03:00,56.69,3.01,12.14,6.91,normal
CNV-B2,2026-06-10T12:04:00,61.55,3.18,10.52,6.94,normal
CNV-B2,2026-06-10T12:05:00,59.53,3.56,7.8,6.61,normal
CNV-B2,2026-06-10T12:06:00,63.05,3.58,10.52,6.38,normal
CNV-B2,2026-06-10T12:07:00,61.06,3.32,10.42,6.63,normal
CNV-B2,2026-06-10T12:08:00,63.08,3.62,9.98,6.77,normal
CNV-B2,2026-06-10T12:09:00,73.68,2.35,8.65,7.04,normal
CNV-B2,2026-06-10T12:10:00,62.29,3.01,9.72,6.72,normal
CNV-B2,2026-06-10T12:11:00,71.39,3.68,11.36,6.38,normal
CNV-B2,2026-06-10T12:12:00,60.4,1.5,9.69,7.09,normal
CNV-B2,2026-06-10T12:13:00,67.07,3.07,10.48,6.59,normal
CNV-B2,2026-06-10T12:14:00,65.82,3.66,8.88,6.89,normal
CNV-B2,2026-06-10T12:15:00,68.73,2.95,11.2,7.64,normal
CNV-B2,2026-06-10T12:16:00,64.58,3.44,9.76,6.85,normal
CNV-B2,2026-06-10T12:17:00,66.84,3.32,9.48,6.86,normal
CNV-B2,2026-06-10T12:18:00,70.85,3.47,11.46,6.73,normal
CNV-B2,2026-06-10T12:19:00,68.0,3.37,9.55,6.9,normal
CNV-B2,2026-06-10T12:20:00,61.03,2.82,10.69,6.89,normal
CNV-B2,2026-06-10T12:21:00,60.24,3.83,11.07,6.59,normal
CNV-B2,2026-06-10T12:22:00,58.85,3.11,10.05,6.83,normal
CNV-B2,2026-06-10T12:23:00,63.55,2.0,10.11,6.71,normal
CNV-B2,2026-06-10T12:24:00,67.53,2.78,12.18,6.23,normal
CNV-B2,2026-06-10T12:25:00,70.24,3.07,11.36,6.82,normal
CNV-B2,2026-06-10T12:26:00,69.56,2.97,9.4,7.23,normal
CNV-B2,2026-06-10T12:27:00,64.55,3.33,11.73,6.49,normal
CNV-B2,2026-06-10T12:28:00,67.38,2.85,10.37,6.82,normal
CNV-B2,2026-06-10T12:29:00,59.0,2.73,11.85,7.07,normal
CNV-B2,2026-06-10T12:30:00,64.75,3.35,10.21,7.21,normal
CNV-B2,2026-06-10T12:31:00,64.2,3.34,11.65,6.57,normal
CNV-B2,2026-06-10T12:32:00,71.24,2.28,12.13,6.69,normal
CNV-B2,2026-06-10T12:33:00,64.03,2.07,10.05,6.49,normal
CNV-B2,2026-06-10T12:34:00,62.57,3.12,11.46,6.86,normal
CNV-B2,2026-06-10T12:35:00,66.23,2.54,9.62,7.34,normal
CNV-B2,2026-06-10T12:36:00,62.06,4.19,10.26,6.8,normal
CNV-B2,2026-06-10T12:37:00,69.28,3.96,10.39,6.68,normal
CNV-B2,2026-06-10T12:38:00,64.78,3.4,11.39,6.8,normal
CNV-B2,2026-06-10T12:39:00,67.48,4.18,10.88,6.89,normal
CNV-B2,2026-06-10T12:40:00,58.92,1.62,10.89,6.77,normal
CNV-B2,2026-06-10T12:41:00,62.94,3.35,10.44,7.14,normal
CNV-B2,2026-06-10T12:42:00,65.34,2.75,11.49,6.73,normal
CNV-B2,2026-06-10T12:43:00,67.11,2.91,9.85,6.83,normal
CNV-B2,2026-06-10T12:44:00,65.05,3.49,10.23,6.25,normal
CNV-B2,2026-06-10T12:45:00,63.27,3.68,10.2,6.73,normal
CNV-B2,2026-06-10T12:46:00,68.95,2.77,8.96,6.75,normal
CNV-B2,2026-06-10T12:47:00,63.06,2.62,10.32,6.95,normal
CNV-B2,2026-06-10T12:48:00,64.96,3.38,12.31,6.7,normal
CNV-B2,2026-06-10T12:49:00,66.11,2.89,9.65,6.62,normal
CNV-B2,2026-06-10T12:50:00,63.08,3.42,12.85,6.59,normal
CNV-B2,2026-06-10T12:51:00,63.33,3.16,10.9,6.88,normal
CNV-B2,2026-06-10T12:52:00,70.14,1.74,8.11,6.65,normal
CNV-B2,2026-06-10T12:53:00,69.39,2.26,7.49,6.97,normal
CNV-B2,2026-06-10T12:54:00,65.97,2.55,9.51,6.51,normal
CNV-B2,2026-06-10T12:55:00,65.44,2.82,10.99,5.94,normal
CNV-B2,2026-06-10T12:56:00,61.57,2.52,10.24,6.64,normal
CNV-B2,2026-06-10T12:57:00,68.19,2.08,10.55,6.97,normal
CNV-B2,2026-06-10T12:58:00,72.43,2.91,10.82,6.26,normal
CNV-B2,2026-06-10T12:59:00,55.43,3.71,10.49,7.15,normal
CNV-B2,2026-06-10T13:00:00,59.51,3.51,12.37,6.93,normal
CNV-B2,2026-06-10T13:01:00,66.11,3.21,8.93,7.21,normal
CNV-B2,2026-06-10T13:02:00,62.56,3.5,8.94,6.45,normal
CNV-B2,2026-06-10T13:03:00,70.74,2.99,11.95,6.78,normal
CNV-B2,2026-06-10T13:04:00,57.63,3.74,9.91,7.01,normal
CNV-B2,2026-06-10T13:05:00,65.1,2.27,10.66,7.46,normal
CNV-B2,2026-06-10T13:06:00,66.97,3.17,11.58,6.86,normal
CNV-B2,2026-06-10T13:07:00,65.84,2.55,10.73,7.11,normal
CNV-B2,2026-06-10T13:08:00,61.66,4.05,10.41,6.53,normal
CNV-B2,2026-06-10T13:09:00,68.99,3.03,11.26,6.71,normal
CNV-B2,2026-06-10T13:10:00,64.76,3.5,10.79,6.2,normal
CNV-B2,2026-06-10T13:11:00,60.52,3.76,10.37,6.64,normal
CNV-B2,2026-06-10T13:12:00,59.57,2.55,8.48,6.77,normal
CNV-B2,2026-06-10T13:13:00,62.61,2.62,10.43,6.91,normal
CNV-B2,2026-06-10T13:14:00,73.37,2.29,11.66,7.09,normal
CNV-B2,2026-06-10T13:15:00,61.88,3.32,10.04,6.86,normal
CNV-B2,2026-06-10T13:16:00,71.04,3.56,11.01,6.67,normal
CNV-B2,2026-06-10T13:17:00,59.06,3.07,11.71,6.34,normal
CNV-B2,2026-06-10T13:18:00,60.78,3.28,9.52,6.56,normal
CNV-B2,2026-06-10T13:19:00,63.31,2.38,9.53,7.01,normal
CNV-B2,2026-06-10T13:20:00,59.77,2.24,9.87,7.02,normal
CNV-B2,2026-06-10T13:21:00,64.21,2.92,10.54,6.28,normal
CNV-B2,2026-06-10T13:22:00,66.98,3.43,10.09,7.1,normal
CNV-B2,2026-06-10T13:23:00,60.49,3.88,10.65,6.7,normal
CNV-B2,2026-06-10T13:24:00,64.92,3.14,11.72,6.48,normal
CNV-B2,2026-06-10T13:25:00,61.95,3.82,9.9,7.07,normal
CNV-B2,2026-06-10T13:26:00,71.8,2.96,11.18,6.45,normal
CNV-B2,2026-06-10T13:27:00,68.02,3.32,10.97,6.61,normal
CNV-B2,2026-06-10T13:28:00,58.36,3.5,8.44,6.7,normal
CNV-B2,2026-06-10T13:29:00,68.76,3.32,12.45,7.11,normal
CNV-B2,2026-06-10T13:30:00,62.38,3.22,10.45,6.33,normal
CNV-B2,2026-06-10T13:31:00,61.24,2.86,8.46,6.81,normal
CNV-B2,2026-06-10T13:32:00,64.0,2.2,10.9,7.01,normal
CNV-B2,2026-06-10T13:33:00,65.91,3.01,11.09,7.0,normal
CNV-B2,2026-06-10T13:34:00,66.23,2.71,10.78,7.16,normal
CNV-B2,2026-06-10T13:35:00,62.61,4.46,9.97,6.81,normal
CNV-B2,2026-06-10T13:36:00,62.31,3.33,8.76,6.64,normal
CNV-B2,2026-06-10T13:37:00,60.63,3.28,11.49,6.99,normal
CNV-B2,2026-06-10T13:38:00,55.51,4.43,10.8,6.57,normal
CNV-B2,2026-06-10T13:39:00,65.63,3.31,9.83,6.86,normal
CNV-B2,2026-06-10T13:40:00,62.57,2.96,9.81,6.37,normal
CNV-B2,2026-06-10T13:41:00,65.58,3.55,11.01,7.05,normal
CNV-B2,2026-06-10T13:42:00,66.3,2.88,11.34,6.39,normal
CNV-B2,2026-06-10T13:43:00,61.4,2.62,11.58,7.08,normal
CNV-B2,2026-06-10T13:44:00,66.95,3.84,9.62,6.9,normal
CNV-B2,2026-06-10T13:45:00,64.5,3.71,10.38,6.68,normal
CNV-B2,2026-06-10T13:46:00,67.16,3.73,9.83,6.78,normal
CNV-B2,2026-06-10T13:47:00,60.77,1.7,10.7,6.98,normal
CNV-B2,2026-06-10T13:48:00,66.05,2.03,10.15,6.13,normal
CNV-B2,2026-06-10T13:49:00,70.48,2.55,11.76,7.08,normal
CNV-B2,2026-06-10T13:50:00,61.4,2.52,10.85,6.55,normal
CNV-B2,2026-06-10T13:51:00,65.41,2.91,8.72,6.13,normal
CNV-B2,2026-06-10T13:52:00,65.91,2.86,9.95,7.01,normal
